source_line,date,anomaly_c,repaired_swap,was_outlier
1603,2016-11-01,0.957,False,False
1604,2016-12-01,,False,False
1605,2017-01-01,0.775,False,False
1606,2017-02-01,0.92,False,False
1607,2017-03-01,0.89,False,False
1608,2017-04-01,,False,True
1609,2017-05-01,1.0,False,False
1610,2017-06-01,,False,False
1611,2017-08-01,0.869,False,False
1612,2017-10-01,0.792,False,False
1613,2017-11-01,0.855,False,False
1614,2017-12-01,0.824,False,False
1615,2018-01-01,0.887,False,False
1617,2018-03-01,0.839,False,False
1618,2018-04-01,1.019,False,False
1619,2018-05-01,1.028,False,False
1620,2018-06-01,0.896,False,False
1621,2018-07-01,0.712,False,False
1622,2018-08-01,0.809,False,False
1623,2018-09-01,0.944,False,False
1624,2018-10-01,0.83,False,False
1625,2018-11-01,0.76,False,False
1626,2018-12-01,0.822,False,False
1627,2019-01-01,0.956,False,False
1628,2019-02-01,0.958,False,False
1629,2019-03-01,0.915,False,False
1630,2019-04-01,0.91,False,False
1631,2019-05-01,0.905,False,False
1632,2019-06-01,0.846,False,False
1633,2019-07-01,1.025,False,False
1634,2019-08-01,0.846,False,False
1635,2019-09-01,0.952,False,False
1636,2019-10-01,0.971,False,False
1637,2019-11-01,,False,True
1638,2019-12-01,0.842,False,False
1639,2020-01-01,0.935,False,False
1640,2020-02-01,0.927,False,False
1641,2020-03-01,0.876,False,False
1642,2020-04-01,0.98,False,False
1643,2020-05-01,0.857,False,False
1644,2020-06-01,1.029,False,False
1645,2020-07-01,0.87,False,False
1646,2020-08-01,0.9,False,False
1647,2020-09-01,,False,True
1648,2020-10-01,0.84,False,False
1649,2020-11-01,0.919,False,False
1650,2020-12-01,0.85,False,False
1651,2021-01-01,0.987,False,False
1652,2021-02-01,0.836,False,False
1653,2021-03-01,0.97,False,False
1654,2021-04-01,1.126,False,False
1655,2021-05-01,0.886,False,False
1656,2021-06-01,0.894,False,False
1657,2021-08-01,0.915,False,False
1658,2021-09-01,0.912,False,False
1659,2021-10-01,0.918,False,False
1660,2021-11-01,0.937,False,False
1661,2021-12-01,0.995,False,False
1662,2022-01-01,0.965,False,False
1663,2022-02-01,0.939,False,False
1664,2022-03-01,1.032,True,False
1665,2022-04-01,1.138,True,False
1666,2022-05-01,0.97,False,False
1667,2022-06-01,0.885,False,False
1668,2022-07-01,1.028,False,False
1669,2022-08-01,0.906,False,False
1670,2022-09-01,,False,True
1671,2022-10-01,0.961,False,False
1672,2022-11-01,0.858,False,False
1673,2022-12-01,0.91,False,False
1674,2023-01-01,1.15,False,False
1675,2023-02-01,,False,True
1676,2023-03-01,1.229,False,False
1677,2023-04-01,1.145,False,False
1678,2023-05-01,1.216,False,False
1679,2023-06-01,1.137,False,False
1680,2023-07-01,1.19,False,False
1681,2023-08-01,1.159,False,False
1682,2023-09-01,1.018,False,False
1683,2023-10-01,1.174,False,False
1684,2023-11-01,1.052,False,False
1685,2023-12-01,1.179,False,False
1686,2024-01-01,1.19,False,False
1687,2024-02-01,1.334,False,False
1688,2024-03-01,1.189,False,False
1689,2024-04-01,1.187,False,False
1690,2024-05-01,1.208,False,False
1691,2024-06-01,1.168,False,False
1692,2024-07-01,1.232,False,False
1693,2024-09-01,1.04,False,False
1694,2024-10-01,1.036,False,False
1695,2024-11-01,1.206,False,False
1696,2024-12-01,,False,True
1697,2025-01-01,0.967,False,False
1698,2025-02-01,0.988,False,False
1699,2025-03-01,1.027,False,False
1700,2025-04-01,1.122,False,False
1701,2025-05-01,0.949,False,False
1702,2025-06-01,1.026,False,False
1703,2025-07-01,1.061,False,False
1704,2025-08-01,0.999,False,False
1705,2025-09-01,,False,False
1706,2025-10-01,1.016,False,False
1707,2025-11-01,0.985,False,False
1708,2025-12-01,1.004,False,False
